,0
logabs_skew_w200,757.9610948562622
diff2_kurt_w50_vs_ref,751.2220005989075
diff_kurt_w20_vs_ref,749.169225692749
rank_skew_w500,746.7608404159546
rollstd16_mean_vs_ref,741.9684190750122
logabs_skew_w200_vs_ref,741.17538022995
rank_std_w100,736.4070997238159
cumsum_skew_w500,730.8107032775879
square_skew_w200_vs_ref,729.2602391242981
cumsum_mean,728.1214995384216
logabs_cov_ratio,724.5118637084961
sign_std_vs_ref,722.5415105819702
abs_q25_vs_ref,719.8577885627747
abs_median_vs_ref,718.2381930351257
cumsum_skew_w20_vs_ref,712.2301387786865
rank_centered_max_vs_ref,710.8180928230286
diff2_std_w20_vs_ref,710.2033996582031
logabs_std_w100_vs_ref,705.6406002044678
diff_kurt_w50_vs_ref,704.7011198997498
rank_kurt_w200,703.4279217720032
abs_mean_w200,698.8233036994934
abs_q75_ratio,698.5110297203064
cumsum_std_w200,697.8066372871399
square_std_w50_vs_ref,697.4961605072021
rollstd16_mean_w200,689.7650980949402
rollstd16_mean_w100_vs_ref,689.5216488838196
rollmean16_std_w50,689.4247050285339
cumsum_mean_w100,688.2679409980774
z_q75_vs_ref,684.8442068099976
z_kurt_w500,684.2778611183167
abs_std_w100,684.2609004974365
mannwhitney_z,679.4711046218872
sign_std_ratio,676.8897523880005
z_kurt_w200_vs_ref,671.2604937553406
rollstd16_mean_w500_vs_ref,670.9190826416016
abs_q75_vs_ref,660.429527759552
diff_kurt_w100_vs_ref,657.2567105293274
square_skew_w20_vs_ref,655.6723990440369
logabs_q25_ratio,652.7817583084106
cumsum_std_w50,649.2143402099609
rollstd16_mean_w20_vs_ref,644.8175640106201
z_mean,644.3971815109253
rollstd16_mean_ratio,642.288369178772
square_mean_w200,635.8862948417664
rank_kurt,633.8532705307007
logabs_q75_vs_ref,631.7031416893005
rollmean16_kurt_w200,629.8952689170837
abs_median_ratio,627.9586114883423
logabs_mean_vs_ref,625.6105036735535
sign_kurt_w500,625.3006353378296
abs_skew_w50_vs_ref,624.6480131149292
diff2_kurt_w100,620.417890548706
rollstd16_skew_w20_vs_ref,618.882360458374
logabs_kurt_w100_vs_ref,616.3746299743652
abs_kurt_w500_vs_ref,615.8984270095825
sign_kurt_vs_ref,612.7431387901306
rollmean16_std_w20,612.6080994606018
logabs_mean_w500,611.9696578979492
z_cov_ratio,610.5034537315369
z_kurt_w50_vs_ref,607.306179523468
logabs_mean_w100,605.7816996574402
cumsum_mean_w200,605.6192331314087
diff2_skew_w100,598.5474028587341
diff2_std_w100,593.2190370559692
logabs_skew_w50_vs_ref,591.5900187492371
rollmean16_skew_w20_vs_ref,589.2246613502502
sign_std_w500_vs_ref,587.5215926170349
logabs_mean_w200,584.7423067092896
cumsum_skew_w200,584.677680015564
cumsum_mean_w500,584.1373429298401
cumsum_std_w500,582.0800452232361
logabs_std_w100,581.6436071395874
sign_mean_w500,579.4407825469971
diff_std_w200,576.1789879798889
cumsum_kurt_w20_vs_ref,576.1241188049316
logabs_median_vs_ref,575.6886563301086
abs_skew_w100,575.3825993537903
square_std_w20_vs_ref,570.5906171798706
rank_q75_vs_ref,569.2701826095581
diff2_std_w50_vs_ref,568.1729564666748
logabs_kurt_w20_vs_ref,568.15483045578
diff_std_w500_vs_ref,567.503002166748
abs_mean_w100_vs_ref,566.1440196037292
diff2_std_w50,564.2818474769592
square_kurt_w500,562.6842350959778
z_skew_w50,560.9461207389832
z_skew_w20_vs_ref,560.3686962127686
z_kurt_w20_vs_ref,560.0620312690735
logabs_mean_w20_vs_ref,556.8521389961243
abs_skew_w100_vs_ref,554.2404913902283
rank_std_w100_vs_ref,553.7377429008484
sign_mean_vs_ref,552.7093172073364
rank_median_vs_ref,551.5561075210571
diff2_skew_w50,545.7824473381042
logabs_std_w50_vs_ref,545.5718669891357
z_mean_w200,544.7721309661865
square_skew_w500,543.7502222061157
z_kurt_w100,543.5434951782227
diff_std_w500,540.2523903846741
z_kurt_w100_vs_ref,539.4666423797607
logabs_skew_w20,534.8651633262634
abs_std_w100_vs_ref,526.6760177612305
sign_std_w20_vs_ref,522.7436485290527
z_mean_w500,522.7374777793884
square_kurt_w100,522.6746001243591
abs_skew_w200_vs_ref,520.6987795829773
abs_kurt_w100_vs_ref,515.4078254699707
diff_skew_w50,513.8780884742737
diff_skew_w100,513.5569200515747
abs_kurt_w200,512.2223696708679
rollmean16_mean,510.0492992401123
abs_mean,509.66550874710083
cumsum_kurt_w500,505.5979404449463
rank_kurt_vs_ref,503.0440092086792
cumsum_kurt,499.59001874923706
rollstd16_mean_w500,498.07208251953125
diff2_kurt_w50,497.72011041641235
logabs_skew_w100,496.7153196334839
sign_kurt_w20_vs_ref,492.10667657852173
rank_kurt_w100,490.82893896102905
square_kurt_w200,487.1660327911377
square_skew_w50,484.2847647666931
abs_kurt_w500,483.51891803741455
abs_skew_w50,480.9751191139221
logabs_mean_w50_vs_ref,478.31158542633057
square_kurt_w50,476.8232741355896
cumsum_std_w20,475.20681524276733
rollstd16_skew_w20,474.14307832717896
rank_median,470.46828746795654
cumsum_skew_w100,469.62444162368774
rollmean16_skew_w50,464.7631320953369
abs_std_w50_vs_ref,461.9785261154175
diff2_std_w20,461.93855142593384
sign_skew_vs_ref,460.73249912261963
sign_skew_w500_vs_ref,459.21209144592285
rank_kurt_w200_vs_ref,457.7976484298706
sign_skew_w500,455.8715810775757
logabs_skew_w100_vs_ref,455.3983907699585
logabs_std_w20_vs_ref,449.7917079925537
rank_std_w20_vs_ref,447.00612020492554
rank_kurt_w50,443.4300298690796
abs_kurt_w50_vs_ref,443.428017616272
square_max_ratio,441.6853313446045
rank_centered_min_vs_ref,440.73544788360596
sign_kurt_ratio,438.7317204475403
square_mean,438.05578899383545
abs_skew_w200,437.8528928756714
rollstd16_std_w20,434.93072843551636
ftest_stat,432.8125514984131
diff2_mean_vs_ref,430.632511138916
diff_std_w20,425.7161707878113
rollmean16_mean_vs_ref,424.6113328933716
sign_mean_w200_vs_ref,422.39324617385864
rank_kurt_w500,421.9749593734741
logabs_max,420.22141218185425
abs_std_w20,419.36772203445435
rank_kurt_w100_vs_ref,419.12101125717163
diff2_skew_w20,418.7897238731384
sign_kurt_w50_vs_ref,417.4054193496704
abs_mean_w100,414.30673360824585
rank_std_w50,412.4113802909851
sign_mean_w50_vs_ref,410.15146923065186
sign_skew_w100_vs_ref,408.7225499153137
sign_kurt_w100_vs_ref,405.8001103401184
sign_std_w200,404.06969928741455
rollmean16_kurt_w20,403.08073377609253
sign_skew_w50_vs_ref,401.32519006729126
logabs_mean_w500_vs_ref,401.26019763946533
rank_q75_ratio,399.64187002182007
square_max,399.1691884994507
rank_cov_ratio,397.833411693573
rank_std_w20,397.3413381576538
square_std_w50,396.9159836769104
diff_mean_vs_ref,395.1051106452942
diff2_mean_w100_vs_ref,390.5439486503601
rollmean16_skew_w20,387.72379970550537
rollstd16_mean_w100,385.38230991363525
diff_skew_w20,385.1964387893677
rollmean16_mean_w20_vs_ref,381.4998207092285
sign_kurt_w500_vs_ref,379.98747730255127
logabs_kurt_w100,377.791277885437
diff_std_w20_vs_ref,375.2309126853943
rollmean16_mean_w100_vs_ref,373.5125699043274
rank_mean,371.76336765289307
rollstd16_mean_w20,367.4301085472107
logabs_std_w20,366.76775074005127
z_skew_w20,366.5746703147888
sign_mean_w200,365.21208000183105
cumsum_kurt_w100,364.30027627944946
cumsum_skew_w50,362.53367614746094
cumsum_skew_w20,361.8877396583557
cumsum_kurt_w200,359.23062562942505
rank_kurt_w500_vs_ref,357.418288230896
diff_mean,354.18069314956665
rank_centered_q25,351.2949872016907
rollstd16_mean_w50_vs_ref,347.39547872543335
rollmean16_mean_w50,345.92307138442993
sign_std_w50_vs_ref,344.9974250793457
diff_std_w50,341.7327275276184
abs_kurt_w50,338.65233755111694
sign_mean_w100_vs_ref,337.51216220855713
sign_std_w200_vs_ref,336.4917984008789
square_std_w20,332.8115997314453
abs_skew_w20_vs_ref,332.52615785598755
z_kurt_w20,331.9789791107178
